"Front","Back","Tags","Deck","Source","ReviewCycle","NoteType","Extra"
"C-H活化 的关键结论有哪些？","• C–H 活化 = 直接断裂 C–H 键 → 新官能团• 导向基是控制选择性的关键• CMD 是最普遍的机理• Pd(II)/Pd(IV) 循环是核心• 是合成化学的前沿方向• 绿色化学：减少预官能团化步骤

---","有机化学 过渡金属催化 C-H活化 rc_30d 化竞 碳氢键活化 导向基","Chem::Core","[[C-H活化]]","30d","总结卡","C–H 活化（C–H Activation / C–H Functionalization）：在过渡金属催化剂（通常是 Pd、Ru、Rh、Ir）存在下，直接断裂有机分子中的 C–H 键并转化为 C–X、C–C 或 C–杂原子键的反应。"
"C-H活化 有哪些常见易错点？","• ❌ C–H 活化不需要导向基 → 目前阶段通常需要导向基• ❌ C–H 活化是自由基机理 → 主要是金属催化协同机理（CMD）• ❌ C–H 活化已经很成熟 → 仍在快速发展中，工业应用有限• ❌ 所有金属都能 C–H 活化 → 主要是 Pd、Ru、Rh、Ir

---","有机化学 过渡金属催化 C-H活化 rc_30d 化竞 碳氢键活化 导向基","Chem::Core","[[C-H活化]]","30d","易错点卡","C–H 活化（C–H Activation / C–H Functionalization）：在过渡金属催化剂（通常是 Pd、Ru、Rh、Ir）存在下，直接断裂有机分子中的 C–H 键并转化为 C–X、C–C 或 C–杂原子键的反应。"
"什么是Cannizzaro反应？","Cannizzaro 反应：无 α-氢的醛在浓碱作用下发生分子间氧化还原（歧化）：一分子醛被氧化为羧酸盐，另一分子被还原为醇。","有机化学 氧化还原 Cannizzaro反应 rc_30d 化竞 歧化反应 负氢迁移","Chem::Core","[[Cannizzaro反应]]","30d","概念卡","关键结论：
• Cannizzaro = 无 α-H 醛的歧化
• 负氢迁移是核心机理——学会 Cannizzaro = 学会 MPV = 学会 Tishchenko
• 甲醛在交叉 Cannizzaro 中总是被氧化
• 有 α-H 的醛不走 Cannizzaro——羟醛反应优先
• 浓碱是必要条件——稀碱下反应极慢
• 过渡态是六元环——两个醛分子 + OH⁻ 协同作用
• 第三轮判定顺序：先看 α-H，再看是否有甲醛参与交叉体系

---"
"Cannizzaro反应 的关键结论有哪些？","• Cannizzaro = 无 α-H 醛的歧化
• 负氢迁移是核心机理——学会 Cannizzaro = 学会 MPV = 学会 Tishchenko
• 甲醛在交叉 Cannizzaro 中总是被氧化
• 有 α-H 的醛不走 Cannizzaro——羟醛反应优先
• 浓碱是必要条件——稀碱下反应极慢
• 过渡态是六元环——两个醛分子 + OH⁻ 协同作用
• 第三轮判定顺序：先看 α-H，再看是否有甲醛参与交叉体系

---","有机化学 氧化还原 Cannizzaro反应 rc_30d 化竞 歧化反应 负氢迁移","Chem::Core","[[Cannizzaro反应]]","30d","总结卡","Cannizzaro 反应：无 α-氢的醛在浓碱作用下发生分子间氧化还原（歧化）：一分子醛被氧化为羧酸盐，另一分子被还原为醇。"
"Cannizzaro反应 有哪些常见易错点？","• ❌ 有 α-H 的醛也能 Cannizzaro → 有 α-H 优先羟醛反应
• ❌ Cannizzaro 需要氧化剂/还原剂 → 是歧化（自身氧化还原），无需外加试剂
• ❌ 交叉 Cannizzaro 中甲醛被还原 → 甲醛被氧化（生成甲酸根）
• ❌ 稀碱也能做 → 需要浓碱
• ❌ 负氢迁移是自由基过程 → 是协同的两电子转移，不是自由基

---","有机化学 氧化还原 Cannizzaro反应 rc_30d 化竞 歧化反应 负氢迁移","Chem::Core","[[Cannizzaro反应]]","30d","易错点卡","Cannizzaro 反应：无 α-氢的醛在浓碱作用下发生分子间氧化还原（歧化）：一分子醛被氧化为羧酸盐，另一分子被还原为醇。"
"什么是Chichibabin反应？","Chichibabin 反应：吡啶与氨基钠（NaNH₂）在液氨中反应，生成 2-氨基吡啶的反应。","有机化学 杂环化合物 Chichibabin反应 rc_30d 化竞 吡啶氨基化 氨基钠","Chem::Core","[[Chichibabin反应]]","30d","概念卡","关键结论：
• Chichibabin = 吡啶 + NaNH₂ → 2-氨基吡啶
• 是 SNAr 机理
• 离去基是 H⁻
• 强亲核试剂 + 缺电子芳环
• 是制备氨基吡啶的直接方法

---"
"Chichibabin反应 的关键结论有哪些？","• Chichibabin = 吡啶 + NaNH₂ → 2-氨基吡啶
• 是 SNAr 机理
• 离去基是 H⁻
• 强亲核试剂 + 缺电子芳环
• 是制备氨基吡啶的直接方法

---","有机化学 杂环化合物 Chichibabin反应 rc_30d 化竞 吡啶氨基化 氨基钠","Chem::Core","[[Chichibabin反应]]","30d","总结卡","Chichibabin 反应：吡啶与氨基钠（NaNH₂）在液氨中反应，生成 2-氨基吡啶的反应。"
"Chichibabin反应 有哪些常见易错点？","• ❌ 产物在 3-位 → 产物在 2-位
• ❌ 离去基是 NH₂⁻ → 离去基是 H⁻
• ❌ 不需要无水 → 必须严格无水

---","有机化学 杂环化合物 Chichibabin反应 rc_30d 化竞 吡啶氨基化 氨基钠","Chem::Core","[[Chichibabin反应]]","30d","易错点卡","Chichibabin 反应：吡啶与氨基钠（NaNH₂）在液氨中反应，生成 2-氨基吡啶的反应。"
"什么是Claisen重排？","Claisen 重排：烯丙基芳基醚在加热条件下发生[3,3]-σ 迁移，重排为 邻烯丙基苯酚 的反应。","有机化学 周环反应 Claisen重排 rc_30d 化竞 [3,3]-σ迁移","Chem::Core","[[Claisen重排]]","30d","概念卡","关键结论：
• Claisen 重排 = [3,3]-σ 迁移 = 周环反应• 邻位产物为主——邻位被占时经两次迁移得对位产物• 协同机理，无中间体——典型的周环反应特征• 热驱动，无催化剂——高温即可• 椅式六元环过渡态——立体化学由过渡态构象决定• 脂肪族 Claisen 是合成 γ,δ-不饱和羰基的重要方法

---"
"Claisen重排 的关键结论有哪些？","• Claisen 重排 = [3,3]-σ 迁移 = 周环反应• 邻位产物为主——邻位被占时经两次迁移得对位产物• 协同机理，无中间体——典型的周环反应特征• 热驱动，无催化剂——高温即可• 椅式六元环过渡态——立体化学由过渡态构象决定• 脂肪族 Claisen 是合成 γ,δ-不饱和羰基的重要方法

---","有机化学 周环反应 Claisen重排 rc_30d 化竞 [3,3]-σ迁移","Chem::Core","[[Claisen重排]]","30d","总结卡","Claisen 重排：烯丙基芳基醚在加热条件下发生[3,3]-σ 迁移，重排为 邻烯丙基苯酚 的反应。"
"Claisen重排 有哪些常见易错点？","• ❌ 产物是烯丙氧基苯 → 产物是邻烯丙基苯酚（C-C 键形成）• ❌ 邻位被占时不反应 → 邻位被占时两次迁移得对位产物• ❌ Claisen 是离子型反应 → Claisen 是周环反应，无中间体• ❌ 需要路易斯酸催化 → 经典 Claisen 不需要催化剂• ❌ 与 SN2' 机理相同 → 机理完全不同（协同 vs 分步）

---","有机化学 周环反应 Claisen重排 rc_30d 化竞 [3,3]-σ迁移","Chem::Core","[[Claisen重排]]","30d","易错点卡","Claisen 重排：烯丙基芳基醚在加热条件下发生[3,3]-σ 迁移，重排为 邻烯丙基苯酚 的反应。"
"什么是Cope消除？","Cope 消除：叔胺氧化物（amine N-oxide）在加热条件下发生顺式消除（syn elimination），生成烯烃和羟胺（N,N-二取代羟胺）的反应。","有机化学 消除反应 Cope消除 rc_30d 化竞 syn消除 热消除","Chem::Core","[[Cope消除]]","30d","概念卡","关键结论：
• Cope 消除 = 叔胺氧化物 + 热 → syn 消除• 五元环过渡态决定 syn 立体化学• 无碱、无碳正离子、不重排• 与 E2 的 anti 消除形成完美对照• 产物是烯烃 + 羟胺（羟胺可进一步处理）

---"
"Cope消除 的关键结论有哪些？","• Cope 消除 = 叔胺氧化物 + 热 → syn 消除• 五元环过渡态决定 syn 立体化学• 无碱、无碳正离子、不重排• 与 E2 的 anti 消除形成完美对照• 产物是烯烃 + 羟胺（羟胺可进一步处理）

---","有机化学 消除反应 Cope消除 rc_30d 化竞 syn消除 热消除","Chem::Core","[[Cope消除]]","30d","总结卡","Cope 消除：叔胺氧化物（amine N-oxide）在加热条件下发生顺式消除（syn elimination），生成烯烃和羟胺（N,N-二取代羟胺）的反应。"
"Cope消除 有哪些常见易错点？","• ❌ Cope 消除是 anti → Cope 是 syn 消除• ❌ 任何胺都能 Cope 消除 → 必须是叔胺氧化物且有 β-H• ❌ Cope 需要强碱 → Cope 是热驱动，不需要碱• ❌ Cope 和 Hofmann 一样 → 立体化学相反（syn vs anti）• ❌ 产物是胺 → 产物是烯烃 + 羟胺

---","有机化学 消除反应 Cope消除 rc_30d 化竞 syn消除 热消除","Chem::Core","[[Cope消除]]","30d","易错点卡","Cope 消除：叔胺氧化物（amine N-oxide）在加热条件下发生顺式消除（syn elimination），生成烯烃和羟胺（N,N-二取代羟胺）的反应。"
"什么是Cope重排？","Cope 重排：1,5-二烯在加热条件下发生的 [3,3]-σ 迁移，通过六元环过渡态重排为异构的 1,5-二烯的协同周环反应。","有机化学 周环反应 Cope重排 rc_30d 化竞 柯普重排 [3,3]-σ迁移","Chem::Core","[[Cope重排]]","30d","概念卡","关键结论：
• Cope 重排 = 全碳 [3,3]-σ 迁移• 六元环过渡态，椅式优先• 热允许（6e = 4n+2）• 立体专一，手性可转移• 对称底物产物相同，不对称底物产新异构体• Oxy-Cope 生成羰基，热力学更有利• 阴离子 Oxy-Cope 速率极快

---"
"Cope重排 的关键结论有哪些？","• Cope 重排 = 全碳 [3,3]-σ 迁移• 六元环过渡态，椅式优先• 热允许（6e = 4n+2）• 立体专一，手性可转移• 对称底物产物相同，不对称底物产新异构体• Oxy-Cope 生成羰基，热力学更有利• 阴离子 Oxy-Cope 速率极快

---","有机化学 周环反应 Cope重排 rc_30d 化竞 柯普重排 [3,3]-σ迁移","Chem::Core","[[Cope重排]]","30d","总结卡","Cope 重排：1,5-二烯在加热条件下发生的 [3,3]-σ 迁移，通过六元环过渡态重排为异构的 1,5-二烯的协同周环反应。"
"Cope重排 有哪些常见易错点？","• ❌ 对称底物不反应 → 对称底物确实反应，只是产物和底物一样• ❌ Cope 产物总是不同 → 对称时产物相同• ❌ 船式过渡态常见 → 椅式是主要过渡态• ❌ Oxy-Cope 和普通 Cope 机理不同 → 机理完全相同，只是底物含 OH• ❌ Cope 是自由基反应 → Cope 是协同周环反应，无中间体

---","有机化学 周环反应 Cope重排 rc_30d 化竞 柯普重排 [3,3]-σ迁移","Chem::Core","[[Cope重排]]","30d","易错点卡","Cope 重排：1,5-二烯在加热条件下发生的 [3,3]-σ 迁移，通过六元环过渡态重排为异构的 1,5-二烯的协同周环反应。"
"什么是Corey-Chaykovsky反应？","Corey–Chaykovsky 反应（也称 Johnson-Corey-Chaykovsky / JCC 反应）：硫叶立德（sulfur ylide）作为亲核体进攻醛/酮/亚胺/α,β-不饱和羰基化合物的羰基（或亚胺/双键）碳，形成三元环——通常是 环氧化物（环氧乙烷类）、氮丙啶 或 环丙烷 的反应。","有机化学 具体反应 Corey-Chaykovsky反应 rc_30d 化竞 名称反应 硫叶立德 环氧化物","Chem::Core","[[Corey-Chaykovsky反应]]","30d","概念卡","关键结论：
• JCC 反应是 ""羰基/亚胺/烯酮 → 三元环"" 的最经典方法。• 选择性源于：• 底物：饱和 → 环氧/氮丙啶；α,β-不饱和 → 环氧或环丙烷视叶立德而定；• 叶立德：硫鎓 → 1,2/动力学/环氧；亚砜鎓 → 1,4/热力学/环丙烷。• 与 Wittig反应 机理同源、产物分流：S 给三元环，P 给烯烃，根本原因在 P=O / S=O 键能差。• 副产物 \ce{Me2S} 或 \ce{DMSO} 易回收，绿色程度高。"
"Corey-Chaykovsky反应 的关键结论有哪些？","• JCC 反应是 ""羰基/亚胺/烯酮 → 三元环"" 的最经典方法。• 选择性源于：• 底物：饱和 → 环氧/氮丙啶；α,β-不饱和 → 环氧或环丙烷视叶立德而定；• 叶立德：硫鎓 → 1,2/动力学/环氧；亚砜鎓 → 1,4/热力学/环丙烷。• 与 Wittig反应 机理同源、产物分流：S 给三元环，P 给烯烃，根本原因在 P=O / S=O 键能差。• 副产物 \ce{Me2S} 或 \ce{DMSO} 易回收，绿色程度高。","有机化学 具体反应 Corey-Chaykovsky反应 rc_30d 化竞 名称反应 硫叶立德 环氧化物","Chem::Core","[[Corey-Chaykovsky反应]]","30d","总结卡","Corey–Chaykovsky 反应（也称 Johnson-Corey-Chaykovsky / JCC 反应）：硫叶立德（sulfur ylide）作为亲核体进攻醛/酮/亚胺/α,β-不饱和羰基化合物的羰基（或亚胺/双键）碳，形成三元环——通常是 环氧化物（环氧乙烷类）、氮丙啶 或 环丙烷 的反应。"
"Corey-Chaykovsky反应 有哪些常见易错点？","• ❌ 误以为硫叶立德也会""like Wittig""给烯烃：不，给三元环。• ❌ 误以为 enone 都给环丙烷：取决于叶立德——硫鎓给环氧（1,2），亚砜鎓才给环丙烷（1,4）。• ❌ 把 1,3-二噻烷负离子（Corey-Seebach）当成 JCC 叶立德：前者是 sp³ 碳负 + σ-超共轭稳定，后者是叶立德。• ❌ 把氧化数搞错：硫鎓甲叉中 S 是 +4 价（共价 4 个键），亚砜鎓甲叉中 S 是 +6 价。• ❌ 忽略软硬选择性：1,2 vs 1,4 的分流是 JCC 在合成设计中的核心。","有机化学 具体反应 Corey-Chaykovsky反应 rc_30d 化竞 名称反应 硫叶立德 环氧化物","Chem::Core","[[Corey-Chaykovsky反应]]","30d","易错点卡","Corey–Chaykovsky 反应（也称 Johnson-Corey-Chaykovsky / JCC 反应）：硫叶立德（sulfur ylide）作为亲核体进攻醛/酮/亚胺/α,β-不饱和羰基化合物的羰基（或亚胺/双键）碳，形成三元环——通常是 环氧化物（环氧乙烷类）、氮丙啶 或 环丙烷 的反应。"
"什么是Corey-Kim氧化？","Corey-Kim 氧化：使用 N-氯代琥珀酰亚胺（NCS） 和 二甲硫醚（DMS） 体系，在碱存在下将伯醇/仲醇氧化为醛/酮的反应。","有机化学 氧化还原 Corey-Kim氧化 rc_30d 化竞 醇氧化 NCS","Chem::Core","[[Corey-Kim氧化]]","30d","概念卡","关键结论：
• Corey-Kim = NCS/DMS/Et₃N → 醇 → 醛/酮• Swern 的""温和替代版""——不需低温• 通过硫鎓中间体机理——与 Swern 共享核心逻辑• 对伯醇停在醛——不过氧化• 仲醇 → 酮——通用

---"
"Corey-Kim氧化 的关键结论有哪些？","• Corey-Kim = NCS/DMS/Et₃N → 醇 → 醛/酮• Swern 的""温和替代版""——不需低温• 通过硫鎓中间体机理——与 Swern 共享核心逻辑• 对伯醇停在醛——不过氧化• 仲醇 → 酮——通用

---","有机化学 氧化还原 Corey-Kim氧化 rc_30d 化竞 醇氧化 NCS","Chem::Core","[[Corey-Kim氧化]]","30d","总结卡","Corey-Kim 氧化：使用 N-氯代琥珀酰亚胺（NCS） 和 二甲硫醚（DMS） 体系，在碱存在下将伯醇/仲醇氧化为醛/酮的反应。"
"Corey-Kim氧化 有哪些常见易错点？","• ❌ Corey-Kim 是还原反应 → 是氧化反应• ❌ 1°醇会被氧化到酸 → Corey-Kim 停在醛• ❌ 需要低温 → Corey-Kim 不需低温（与 Swern 不同）• ❌ 3°醇也能氧化 → 3°醇 不能氧化（无 α-H）

---","有机化学 氧化还原 Corey-Kim氧化 rc_30d 化竞 醇氧化 NCS","Chem::Core","[[Corey-Kim氧化]]","30d","易错点卡","Corey-Kim 氧化：使用 N-氯代琥珀酰亚胺（NCS） 和 二甲硫醚（DMS） 体系，在碱存在下将伯醇/仲醇氧化为醛/酮的反应。"
"什么是Corey-Seebach反应？","Corey-Seebach反应是指利用 1,3-二噻烷（1,3-dithiane） 作为 羰基等价物，实现 羰基极性反转（umpolung） 的一类反应。由 E. J. Corey 和 D. Seebach 于 1965 年发展。","有机化学 羰基化学 Corey-Seebach反应 rc_30d 化竞 Corey-Seebach 二噻烷 羰基保护","Chem::Core","[[Corey-Seebach反应]]","30d","概念卡","关键结论：
• 1,3-二噻烷是醛/酮的 ""保护 + 极性反转"" 双功能等价物• 二噻烷 2-位 H 有酸性（pKa ~ 30-32，可用 n-BuLi 去质子）• 去保护需用 Hg²⁺ 或 Ag⁺（硫对重金属高亲和性，水解释放羰基）• 可与多种亲电体反应：RX（烷基化）、醛/酮（加成）、环氧（开环）"
"Corey-Seebach反应 的关键结论有哪些？","• 1,3-二噻烷是醛/酮的 ""保护 + 极性反转"" 双功能等价物• 二噻烷 2-位 H 有酸性（pKa ~ 30-32，可用 n-BuLi 去质子）• 去保护需用 Hg²⁺ 或 Ag⁺（硫对重金属高亲和性，水解释放羰基）• 可与多种亲电体反应：RX（烷基化）、醛/酮（加成）、环氧（开环）","有机化学 羰基化学 Corey-Seebach反应 rc_30d 化竞 Corey-Seebach 二噻烷 羰基保护","Chem::Core","[[Corey-Seebach反应]]","30d","总结卡","Corey-Seebach反应是指利用 1,3-二噻烷（1,3-dithiane） 作为 羰基等价物，实现 羰基极性反转（umpolung） 的一类反应。由 E. J. Corey 和 D. Seebach 于 1965 年发展。"
"Corey-Seebach反应 有哪些常见易错点？","|  错误  |  纠正  | 
 | :--- | :--- | 
 |  与烯醇负离子烷基化混淆  |  Corey-Seebach 是在 原羰基碳 上引入基团；烯醇负离子是在 α-碳 上引入  | 
 |  忽略去保护的必要性  |  二噻烷是保护基，反应后必须水解才能恢复羰基  | 
 |  去保护条件错误  |  不能用普通酸水解（硫代缩醛对酸稳定），需用 Hg²⁺/Ag⁺  |","有机化学 羰基化学 Corey-Seebach反应 rc_30d 化竞 Corey-Seebach 二噻烷 羰基保护","Chem::Core","[[Corey-Seebach反应]]","30d","易错点卡","Corey-Seebach反应是指利用 1,3-二噻烷（1,3-dithiane） 作为 羰基等价物，实现 羰基极性反转（umpolung） 的一类反应。由 E. J. Corey 和 D. Seebach 于 1965 年发展。"
"什么是Curtius重排？","Curtius 重排：酰基叠氮（acyl azide）在加热（或光照）下脱去 N₂，发生 1,2-烷基（或芳基）迁移生成异氰酸酯（isocyanate）的重排反应。德国化学家 Theodor Curtius 于 1890 年发现。","有机化学 重排反应 Curtius重排 rc_30d 化竞 有机重排 名称反应 氮宾 1,2-迁移","Chem::Core","[[Curtius重排]]","30d","概念卡","关键结论：
4.1 反应链：从酰氯/酸到一级胺
完整的""链碳缩短一碳""合成路径：
\ce{R-COOH ->[1) SOCl2\,2) NaN3] R-CON3 ->[\Delta] R-N=C=O ->[H2O] R-NH2 + CO2}

合成意义：将一个 R-COOH（n 碳） → R-NH₂（n−1 碳），即链碳缩短一碳的氨化反应。

4.2 与其他相关重排的比较
 |  重排  |  起始物  |  关键步骤  |  产物  |  缩短  | 
 | --- | --- | --- | --- | --- | 
 |  Curtius  |  酰基叠氮 R-C(=O)-N₃  |  R 迁移 + N₂ 离去  |  异氰酸酯 → 胺  |  减一个 C  | 
 |  Hofmann  |  一级酰胺 R-CONH₂ + Br₂/OH⁻  |  R 迁移 + Br⁻ 离去  |  异氰酸酯 → 胺  |  减一个 C  | 
 |  Schmidt  |  酮 + HN₃/H⁺  |  R 迁移 + N₂ 离去  |  酰胺  |  不变  | 
 |  Beckmann  |  肟 R₂C=N-OH  |  R 迁移 + H₂O 离去  |  酰胺  |  不变  | 
 |  Wolff  |  重氮酮 R-CO-CHN₂  |  R 迁移 + N₂ 离去  |  烯酮 → 酸（1,2-迁移与重排）  |  不变  | 

4.3 立体化学：构型保留
与所有 1,2-迁移一样，Curtius 重排中迁移的 R 基团带电子对从 C 迁到 N，保持构型。如手性碳作为 R 迁移时，新形成的 R-N 键保持 R/S 构型。

4.4 驱动力分析• 失去 N₂：极稳定的氮气分子离去（ΔH ≈ −230 kJ/mol）• 形成异氰酸酯：C=N 双键 + N=O（异氰酸酯）键能均较高• 协同/经氮宾：路径不同，但热力学结局一样"
"Curtius重排 的关键结论有哪些？","4.1 反应链：从酰氯/酸到一级胺
完整的""链碳缩短一碳""合成路径：
\ce{R-COOH ->[1) SOCl2\,2) NaN3] R-CON3 ->[\Delta] R-N=C=O ->[H2O] R-NH2 + CO2}

合成意义：将一个 R-COOH（n 碳） → R-NH₂（n−1 碳），即链碳缩短一碳的氨化反应。

4.2 与其他相关重排的比较
 |  重排  |  起始物  |  关键步骤  |  产物  |  缩短  | 
 | --- | --- | --- | --- | --- | 
 |  Curtius  |  酰基叠氮 R-C(=O)-N₃  |  R 迁移 + N₂ 离去  |  异氰酸酯 → 胺  |  减一个 C  | 
 |  Hofmann  |  一级酰胺 R-CONH₂ + Br₂/OH⁻  |  R 迁移 + Br⁻ 离去  |  异氰酸酯 → 胺  |  减一个 C  | 
 |  Schmidt  |  酮 + HN₃/H⁺  |  R 迁移 + N₂ 离去  |  酰胺  |  不变  | 
 |  Beckmann  |  肟 R₂C=N-OH  |  R 迁移 + H₂O 离去  |  酰胺  |  不变  | 
 |  Wolff  |  重氮酮 R-CO-CHN₂  |  R 迁移 + N₂ 离去  |  烯酮 → 酸（1,2-迁移与重排）  |  不变  | 

4.3 立体化学：构型保留
与所有 1,2-迁移一样，Curtius 重排中迁移的 R 基团带电子对从 C 迁到 N，保持构型。如手性碳作为 R 迁移时，新形成的 R-N 键保持 R/S 构型。

4.4 驱动力分析• 失去 N₂：极稳定的氮气分子离去（ΔH ≈ −230 kJ/mol）• 形成异氰酸酯：C=N 双键 + N=O（异氰酸酯）键能均较高• 协同/经氮宾：路径不同，但热力学结局一样","有机化学 重排反应 Curtius重排 rc_30d 化竞 有机重排 名称反应 氮宾 1,2-迁移","Chem::Core","[[Curtius重排]]","30d","总结卡","Curtius 重排：酰基叠氮（acyl azide）在加热（或光照）下脱去 N₂，发生 1,2-烷基（或芳基）迁移生成异氰酸酯（isocyanate）的重排反应。德国化学家 Theodor Curtius 于 1890 年发现。"
"Curtius重排 有哪些常见易错点？","• 把异氰酸酯（R-N=C=O）写成异腈（R-N≡C）——前者是 N、C、O 三重态串联，后者是 N≡C 单基• 忘记 N₂ 离去的""驱动力""——不写脱 N₂• 把""链碳缩短一碳""误以为是产物变成羧酸——实际上 CO₂ 离开了• 忘记 R 迁移带电子对（保留构型）• Curtius 与 Wolff 混淆——前者迁移到 N，后者迁移到 C","有机化学 重排反应 Curtius重排 rc_30d 化竞 有机重排 名称反应 氮宾 1,2-迁移","Chem::Core","[[Curtius重排]]","30d","易错点卡","Curtius 重排：酰基叠氮（acyl azide）在加热（或光照）下脱去 N₂，发生 1,2-烷基（或芳基）迁移生成异氰酸酯（isocyanate）的重排反应。德国化学家 Theodor Curtius 于 1890 年发现。"
"什么是D-L构型？","D/L 构型是由 Emil Fischer 和 Rosanoff 于 19 世纪末提出的相对构型标记法，以甘油醛为参照标准。该体系主要用于糖类和氨基酸，通过比较分子中最下方手性碳的构型与 D-/L-甘油醛的关系来确定。","有机化学 立体化学 D-L构型 rc_30d 化竞","Chem::Core","[[D-L构型]]","30d","概念卡","关键结论：
• D/L 是相对构型，R/S 是绝对构型：二者描述的是不同层面的立体化学信息• 天然蛋白质中的氨基酸几乎全是 L-型：生物系统具有手性选择性• 天然糖类中 D-型占主导：如 D-葡萄糖、D-果糖、D-核糖• D/L 标记不反映旋光方向：D-葡萄糖是右旋（+），但 D-果糖是左旋（−）；旋光方向需实验测定（D/L 后的 +/− 标记）• 甘氨酸无 D/L 之分：没有手性中心"
"D-L构型 的关键结论有哪些？","• D/L 是相对构型，R/S 是绝对构型：二者描述的是不同层面的立体化学信息• 天然蛋白质中的氨基酸几乎全是 L-型：生物系统具有手性选择性• 天然糖类中 D-型占主导：如 D-葡萄糖、D-果糖、D-核糖• D/L 标记不反映旋光方向：D-葡萄糖是右旋（+），但 D-果糖是左旋（−）；旋光方向需实验测定（D/L 后的 +/− 标记）• 甘氨酸无 D/L 之分：没有手性中心","有机化学 立体化学 D-L构型 rc_30d 化竞","Chem::Core","[[D-L构型]]","30d","总结卡","D/L 构型是由 Emil Fischer 和 Rosanoff 于 19 世纪末提出的相对构型标记法，以甘油醛为参照标准。该体系主要用于糖类和氨基酸，通过比较分子中最下方手性碳的构型与 D-/L-甘油醛的关系来确定。"
"D-L构型 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  ""D = R，L = S""  |  混淆两套体系  |  D/L 是相对构型，R/S 是绝对构型，无固定对应  |  L-半胱氨酸是 R 还是 S？  | 
 |  ""D-型都是右旋""  |  将 D/L 与旋光方向混淆  |  D/L 是构型标记；旋光方向用 (+)/(−)，需实验测定  |  D-果糖是左旋还是右旋？  | 
 |  ""所有天然氨基酸都是 D-型""  |  与糖类混淆  |  天然糖类多为 D-型，但天然氨基酸几乎全为 L-型  |  天然蛋白质中的氨基酸是什么构型？  | 
 |  ""D/L 可以描述所有手性碳""  |  忽略 D/L 的局限  |  D/L 只描述编号最大的手性碳，其余需用 R/S  |  葡萄糖有几个手性碳？D/L 能全部描述吗？  | 
 |  ""小写 d/l 和大写 D/L 一样""  |  不了解历史演变  |  d/l 表示旋光方向（已废弃），D/L 表示相对构型  |  D-(+)-葡萄糖的旧称是什么？  |","有机化学 立体化学 D-L构型 rc_30d 化竞","Chem::Core","[[D-L构型]]","30d","易错点卡","D/L 构型是由 Emil Fischer 和 Rosanoff 于 19 世纪末提出的相对构型标记法，以甘油醛为参照标准。该体系主要用于糖类和氨基酸，通过比较分子中最下方手性碳的构型与 D-/L-甘油醛的关系来确定。"
"什么是De Mayo反应？","De Mayo 反应：烯酮（enone）与烯烃在光照条件下发生的 [2+2] 光环加成反应，生成环丁烷衍生物，随后可经逆 Aldol 断裂生成 1,5-二羰基化合物的反应。","有机化学 人名反应 De_Mayo反应 rc_30d 化竞 光化学 环加成","Chem::Core","[[De Mayo反应]]","30d","概念卡","关键结论：
• De Mayo 反应 = [2+2] 光环加成 + 逆 Aldol 断裂• 光照是必需条件——热条件下 [2+2] 环加成禁阻• 产物是 1,5-二羰基化合物——可用于构建复杂环系• 逆合成切断：1,5-二羰基 ← 环丁烷 ← 烯酮 + 烯烃• 竞赛中常作为全合成的关键步骤——构建 5-6-8 稠环骨架"
"De Mayo反应 的关键结论有哪些？","• De Mayo 反应 = [2+2] 光环加成 + 逆 Aldol 断裂• 光照是必需条件——热条件下 [2+2] 环加成禁阻• 产物是 1,5-二羰基化合物——可用于构建复杂环系• 逆合成切断：1,5-二羰基 ← 环丁烷 ← 烯酮 + 烯烃• 竞赛中常作为全合成的关键步骤——构建 5-6-8 稠环骨架","有机化学 人名反应 De_Mayo反应 rc_30d 化竞 光化学 环加成","Chem::Core","[[De Mayo反应]]","30d","总结卡","De Mayo 反应：烯酮（enone）与烯烃在光照条件下发生的 [2+2] 光环加成反应，生成环丁烷衍生物，随后可经逆 Aldol 断裂生成 1,5-二羰基化合物的反应。"
"De Mayo反应 有哪些常见易错点？","• ❌ 混淆 De Mayo 与 Diels-Alder → De Mayo 是光化学 [2+2]，D-A 是热 [4+2]• ❌ 忘记逆 Aldol 步骤 → De Mayo 的最终产物是 1,5-二羰基，不是环丁烷• ❌ 热条件下尝试 De Mayo → [2+2] 热禁阻，必须光照• ❌ 忽略立体化学 → 光化学反应立体选择性较差","有机化学 人名反应 De_Mayo反应 rc_30d 化竞 光化学 环加成","Chem::Core","[[De Mayo反应]]","30d","易错点卡","De Mayo 反应：烯酮（enone）与烯烃在光照条件下发生的 [2+2] 光环加成反应，生成环丁烷衍生物，随后可经逆 Aldol 断裂生成 1,5-二羰基化合物的反应。"
